Year,NOC,Events_Participated,NA,Total,ER,HE,Mundlak_NM,Const
1906,AUS,9,4,0.0,0.05113636363636364,0,0.0,1
1906,AUT,46,31,0.0,0.26136363636363635,0,0.0,1
1906,BEL,22,16,0.0,0.125,0,0.0,1
1906,BOH,22,13,0.0,0.125,0,0.0,1
1906,CAN,4,3,0.0,0.022727272727272728,0,0.0,1
1906,CRT,5,8,0.0,0.028409090909090908,0,0.0,1
1906,DEN,24,49,0.0,0.13636363636363635,0,0.0,1
1906,EGY,5,2,0.0,0.028409090909090908,0,0.0,1
1906,FIN,11,4,0.0,0.0625,0,0.0,1
1906,GER,41,49,0.0,0.23295454545454544,0,0.0,1
1906,GRE,70,312,0.0,0.3977272727272727,0,0.0,1
1906,HUN,41,35,0.0,0.23295454545454544,0,0.0,1
1906,ITA,37,76,0.0,0.21022727272727273,0,0.0,1
1906,NED,8,16,0.0,0.045454545454545456,0,0.0,1
1906,NOR,12,32,0.0,0.06818181818181818,0,0.0,1
1906,SUI,14,9,0.0,0.07954545454545454,0,0.0,1
1906,SWE,37,38,0.0,0.21022727272727273,0,0.0,1
1906,TUR,2,1,0.0,0.011363636363636364,0,0.0,1
1908,ANZ,20,30,0.0,0.0749063670411985,0,0.0,1
1908,ARG,1,1,0.0,0.003745318352059925,0,0.0,1
1908,AUT,10,7,0.0,0.03745318352059925,0,0.0,1
1908,BEL,33,70,0.0,0.12359550561797752,0,0.0,1
1908,BOH,15,19,0.0,0.056179775280898875,0,0.0,1
1908,CAN,42,87,0.0,0.15730337078651685,0,0.0,1
1908,DEN,27,78,0.0,0.10112359550561797,0,0.0,1
1908,FIN,23,62,0.0,0.08614232209737828,0,0.0,1
1908,GER,41,82,0.0,0.15355805243445692,0,0.0,1
1908,GRE,25,20,0.0,0.09363295880149813,0,0.0,1
1908,HUN,37,65,0.0,0.13857677902621723,0,0.0,1
1908,ISL,1,1,0.0,0.003745318352059925,0,0.0,1
1908,ITA,30,66,0.0,0.11235955056179775,0,0.0,1
1908,NED,45,113,0.0,0.16853932584269662,0,0.0,1
1908,NOR,23,69,0.0,0.08614232209737828,0,0.0,1
1908,RSA,15,14,0.0,0.056179775280898875,0,0.0,1
1908,RUS,7,6,0.0,0.026217228464419477,0,0.0,1
1908,SUI,1,1,0.0,0.003745318352059925,0,0.0,1
1908,SWE,67,164,0.0,0.250936329588015,0,0.0,1
1912,ANZ,17,25,0.0,0.07203389830508475,0,0.0,1
1912,AUT,46,85,0.0,0.19491525423728814,0,0.0,1
1912,BEL,23,36,0.0,0.09745762711864407,0,0.0,1
1912,BOH,26,43,0.0,0.11016949152542373,0,0.0,1
1912,CAN,30,37,0.0,0.1271186440677966,0,0.0,1
1912,CHI,16,14,0.0,0.06779661016949153,0,0.0,1
1912,DEN,46,147,0.0,0.19491525423728814,0,0.0,1
1912,FIN,49,164,0.0,0.2076271186440678,0,0.0,1
1912,GER,69,185,0.0,0.2923728813559322,0,0.0,1
1912,GRE,25,22,0.0,0.1059322033898305,0,0.0,1
1912,HUN,52,121,0.0,0.22033898305084745,0,0.0,1
1912,ISL,2,2,0.0,0.00847457627118644,0,0.0,1
1912,ITA,36,66,0.0,0.15254237288135594,0,0.0,1
1912,LUX,6,21,0.0,0.025423728813559324,0,0.0,1
1912,NED,14,33,0.0,0.059322033898305086,0,0.0,1
1912,NOR,58,190,0.0,0.2457627118644068,0,0.0,1
1912,POL,1,1,0.0,0.00423728813559322,0,0.0,1
1912,POR,8,6,0.0,0.03389830508474576,0,0.0,1
1912,RSA,21,21,0.0,0.08898305084745763,0,0.0,1
1912,RUS,62,159,0.0,0.2627118644067797,0,0.0,1
1912,SRB,2,2,0.0,0.00847457627118644,0,0.0,1
1912,SUI,3,7,0.0,0.012711864406779662,0,0.0,1
1912,SWE,95,434,0.0,0.4025423728813559,0,0.0,1
1912,TUR,7,2,0.0,0.029661016949152543,0,0.0,1
1912,UNK,1,2,0.0,0.00423728813559322,0,0.0,1
1920,ARG,1,1,0.0,0.0027548209366391185,0,0.0,1
1920,AUS,19,13,0.0,0.05234159779614325,0,0.0,1
1920,BEL,121,336,0.0,0.3333333333333333,0,0.0,1
1920,BRA,10,19,0.0,0.027548209366391185,0,0.0,1
1920,CAN,39,52,0.0,0.10743801652892562,0,0.0,1
1920,CHI,2,2,0.0,0.005509641873278237,0,0.0,1
1920,DEN,66,151,0.0,0.18181818181818182,0,0.0,1
1920,EGY,11,18,0.0,0.030303030303030304,0,0.0,1
1920,ESP,29,58,0.0,0.07988980716253444,0,0.0,1
1920,EST,19,14,0.0,0.05234159779614325,0,0.0,1
1920,FIN,51,63,0.0,0.14049586776859505,0,0.0,1
1920,GRE,34,47,0.0,0.09366391184573003,0,0.0,1
1920,IND,6,5,0.0,0.01652892561983471,0,0.0,1
1920,ITA,79,173,0.0,0.21763085399449036,0,0.0,1
1920,LUX,18,25,0.0,0.049586776859504134,0,0.0,1
1920,MON,6,4,0.0,0.01652892561983471,0,0.0,1
1920,NED,58,130,0.0,0.15977961432506887,0,0.0,1
1920,NOR,72,193,0.0,0.19834710743801653,0,0.0,1
1920,NZL,6,4,0.0,0.01652892561983471,0,0.0,1
1920,POR,7,13,0.0,0.01928374655647383,0,0.0,1
1920,RSA,34,39,0.0,0.09366391184573003,0,0.0,1
1920,SUI,45,77,0.0,0.12396694214876033,0,0.0,1
1920,SWE,100,256,0.0,0.27548209366391185,0,0.0,1
1920,TCH,53,119,0.0,0.14600550964187328,0,0.0,1
1920,YUG,1,15,0.0,0.0027548209366391185,0,0.0,1
1924,ARG,39,77,0.0,0.13356164383561644,0,0.0,1
1924,AUS,31,36,0.0,0.10616438356164383,0,0.0,1
1924,AUT,27,49,0.0,0.09246575342465753,0,0.0,1
1924,BEL,82,172,0.0,0.2808219178082192,0,0.0,1
1924,BRA,15,12,0.0,0.05136986301369863,0,0.0,1
1924,BUL,12,24,0.0,0.0410958904109589,0,0.0,1
1924,CAN,39,65,0.0,0.13356164383561644,0,0.0,1
1924,CHI,12,13,0.0,0.0410958904109589,0,0.0,1
1924,CUB,3,9,0.0,0.010273972602739725,0,0.0,1
1924,DEN,60,89,0.0,0.2054794520547945,0,0.0,1
1924,ECU,4,3,0.0,0.0136986301369863,0,0.0,1
1924,EGY,12,24,0.0,0.0410958904109589,0,0.0,1
1924,ESP,44,95,0.0,0.1506849315068493,0,0.0,1
1924,EST,26,37,0.0,0.08904109589041095,0,0.0,1
1924,FIN,69,121,0.0,0.2363013698630137,0,0.0,1
1924,GRE,37,39,0.0,0.1267123287671233,0,0.0,1
1924,HAI,9,8,0.0,0.030821917808219176,0,0.0,1
1924,HUN,54,89,0.0,0.18493150684931506,0,0.0,1
1924,IND,13,13,0.0,0.04452054794520548,0,0.0,1
1924,IRL,29,48,0.0,0.09931506849315068,0,0.0,1
1924,ITA,93,199,0.0,0.3184931506849315,0,0.0,1
1924,LAT,23,36,0.0,0.07876712328767123,0,0.0,1
1924,LTU,2,13,0.0,0.00684931506849315,0,0.0,1
1924,LUX,35,48,0.0,0.11986301369863013,0,0.0,1
1924,MEX,15,15,0.0,0.05136986301369863,0,0.0,1
1924,MON,6,7,0.0,0.02054794520547945,0,0.0,1
1924,NED,81,177,0.0,0.2773972602739726,0,0.0,1
1924,NOR,43,62,0.0,0.14726027397260275,0,0.0,1
1924,NZL,6,4,0.0,0.02054794520547945,0,0.0,1
1924,PHI,2,1,0.0,0.00684931506849315,0,0.0,1
1924,POL,38,65,0.0,0.13013698630136986,0,0.0,1
1924,POR,16,28,0.0,0.0547945205479452,0,0.0,1
1924,ROU,7,35,0.0,0.023972602739726026,0,0.0,1
1924,RSA,25,30,0.0,0.08561643835616438,0,0.0,1
1924,RUS,2,3,0.0,0.00684931506849315,0,0.0,1
1924,SUI,74,141,0.0,0.2534246575342466,0,0.0,1
1924,SWE,84,157,0.0,0.2876712328767123,0,0.0,1
1924,TCH,75,133,0.0,0.2568493150684932,0,0.0,1
1924,TUR,11,22,0.0,0.03767123287671233,0,0.0,1
1924,URU,11,26,0.0,0.03767123287671233,0,0.0,1
1924,YUG,27,42,0.0,0.09246575342465753,0,0.0,1
1928,ARG,40,81,0.0,0.15873015873015872,0,0.0,1
1928,AUS,26,18,0.0,0.10317460317460317,0,0.0,1
1928,AUT,39,73,0.0,0.15476190476190477,0,0.0,1
1928,BEL,90,187,0.0,0.35714285714285715,0,0.0,1
1928,BUL,5,5,0.0,0.01984126984126984,0,0.0,1
1928,CAN,49,69,0.0,0.19444444444444445,0,0.0,1
1928,CHI,22,38,0.0,0.0873015873015873,0,0.0,1
1928,CUB,1,1,0.0,0.003968253968253968,0,0.0,1
1928,DEN,55,91,0.0,0.21825396825396826,0,0.0,1
1928,EGY,14,32,0.0,0.05555555555555555,0,0.0,1
1928,ESP,34,80,0.0,0.1349206349206349,0,0.0,1
1928,EST,19,20,0.0,0.07539682539682539,0,0.0,1
1928,FIN,48,69,0.0,0.19047619047619047,0,0.0,1
1928,GER,95,293,0.0,0.376984126984127,0,0.0,1
1928,GRE,26,23,0.0,0.10317460317460317,0,0.0,1
1928,HAI,3,2,0.0,0.011904761904761904,0,0.0,1
1928,HUN,63,109,0.0,0.25,0,0.0,1
1928,IND,10,21,0.0,0.03968253968253968,0,0.0,1
1928,IRL,27,38,0.0,0.10714285714285714,0,0.0,1
1928,ITA,81,174,0.0,0.32142857142857145,0,0.0,1
1928,LAT,14,17,0.0,0.05555555555555555,0,0.0,1
1928,LTU,10,12,0.0,0.03968253968253968,0,0.0,1
1928,LUX,31,48,0.0,0.12301587301587301,0,0.0,1
1928,MEX,18,30,0.0,0.07142857142857142,0,0.0,1
1928,MLT,1,9,0.0,0.003968253968253968,0,0.0,1
1928,MON,8,10,0.0,0.031746031746031744,0,0.0,1
1928,NED,103,266,0.0,0.4087301587301587,0,0.0,1
1928,NOR,42,52,0.0,0.16666666666666666,0,0.0,1
1928,NZL,12,9,0.0,0.047619047619047616,0,0.0,1
1928,PAN,2,1,0.0,0.007936507936507936,0,0.0,1
1928,PHI,6,4,0.0,0.023809523809523808,0,0.0,1
1928,POL,44,93,0.0,0.1746031746031746,0,0.0,1
1928,POR,14,31,0.0,0.05555555555555555,0,0.0,1
1928,ROU,16,21,0.0,0.06349206349206349,0,0.0,1
1928,RSA,25,24,0.0,0.0992063492063492,0,0.0,1
1928,SUI,70,133,0.0,0.2777777777777778,0,0.0,1
1928,SWE,66,100,0.0,0.2619047619047619,0,0.0,1
1928,TCH,51,69,0.0,0.20238095238095238,0,0.0,1
1928,TUR,17,31,0.0,0.06746031746031746,0,0.0,1
1928,URU,1,17,0.0,0.003968253968253968,0,0.0,1
1928,YUG,21,34,0.0,0.08333333333333333,0,0.0,1
1928,ZIM,2,2,0.0,0.007936507936507936,0,0.0,1
1932,ARG,30,33,0.0,0.11194029850746269,0,0.0,1
1932,AUS,17,13,0.0,0.06343283582089553,0,0.0,1
1932,AUT,14,19,0.0,0.05223880597014925,0,0.0,1
1932,BEL,10,36,0.0,0.03731343283582089,0,0.0,1
1932,BRA,28,59,0.0,0.1044776119402985,0,0.0,1
1932,BUL,1,2,0.0,0.0037313432835820895,0,0.0,1
1932,CAN,69,102,0.0,0.2574626865671642,0,0.0,1
1932,COL,2,2,0.0,0.007462686567164179,0,0.0,1
1932,CUB,1,3,0.0,0.0037313432835820895,0,0.0,1
1932,DEN,34,43,0.0,0.12686567164179105,0,0.0,1
1932,ESA,1,1,0.0,0.0037313432835820895,0,0.0,1
1932,ESP,4,7,0.0,0.014925373134328358,0,0.0,1
1932,EST,3,2,0.0,0.011194029850746268,0,0.0,1
1932,FIN,36,40,0.0,0.13432835820895522,0,0.0,1
1932,GER,67,145,0.0,0.25,0,0.0,1
1932,GRE,12,10,0.0,0.04477611940298507,0,0.0,1
1932,GUA,1,1,0.0,0.0037313432835820895,0,0.0,1
1932,HAI,3,3,0.0,0.011194029850746268,0,0.0,1
1932,HUN,39,58,0.0,0.1455223880597015,0,0.0,1
1932,IND,8,19,0.0,0.029850746268656716,0,0.0,1
1932,IRL,10,16,0.0,0.03731343283582089,0,0.0,1
1932,ITA,61,112,0.0,0.22761194029850745,0,0.0,1
1932,LAT,4,5,0.0,0.014925373134328358,0,0.0,1
1932,LUX,3,3,0.0,0.011194029850746268,0,0.0,1
1932,MEX,52,72,0.0,0.19402985074626866,0,0.0,1
1932,MON,1,1,0.0,0.0037313432835820895,0,0.0,1
1932,NED,29,46,0.0,0.10820895522388059,0,0.0,1
1932,NOR,8,7,0.0,0.029850746268656716,0,0.0,1
1932,NZL,15,21,0.0,0.055970149253731345,0,0.0,1
1932,PER,1,2,0.0,0.0037313432835820895,0,0.0,1
1932,PHI,7,8,0.0,0.026119402985074626,0,0.0,1
1932,POL,21,51,0.0,0.07835820895522388,0,0.0,1
1932,POR,4,6,0.0,0.014925373134328358,0,0.0,1
1932,ROU,1,1,0.0,0.0037313432835820895,0,0.0,1
1932,RSA,18,12,0.0,0.06716417910447761,0,0.0,1
1932,SUI,9,7,0.0,0.033582089552238806,0,0.0,1
1932,SWE,51,81,0.0,0.19029850746268656,0,0.0,1
1932,TCH,15,25,0.0,0.055970149253731345,0,0.0,1
1932,TUR,1,1,0.0,0.0037313432835820895,0,0.0,1
1932,URU,2,2,0.0,0.007462686567164179,0,0.0,1
1932,VEN,1,1,0.0,0.0037313432835820895,0,0.0,1
1932,YUG,1,1,0.0,0.0037313432835820895,0,0.0,1
1936,AFG,4,15,0.0,0.013245033112582781,0,0.0,1
1936,ARG,31,51,0.0,0.10264900662251655,0,0.0,1
1936,AUS,26,32,0.0,0.08609271523178808,0,0.0,1
1936,AUT,105,234,0.0,0.347682119205298,0,0.0,1
1936,BEL,72,150,0.0,0.23841059602649006,0,0.0,1
1936,BER,4,5,0.0,0.013245033112582781,0,0.0,1
1936,BOL,2,2,0.0,0.006622516556291391,0,0.0,1
1936,BRA,37,73,0.0,0.12251655629139073,0,0.0,1
1936,BUL,22,26,0.0,0.0728476821192053,0,0.0,1
1936,CAN,69,97,0.0,0.22847682119205298,0,0.0,1
1936,CHI,27,40,0.0,0.08940397350993377,0,0.0,1
1936,COL,5,5,0.0,0.016556291390728478,0,0.0,1
1936,CRC,1,1,0.0,0.0033112582781456954,0,0.0,1
1936,DEN,71,121,0.0,0.23509933774834438,0,0.0,1
1936,EGY,30,53,0.0,0.09933774834437085,0,0.0,1
1936,EST,29,33,0.0,0.09602649006622517,0,0.0,1
1936,FIN,70,108,0.0,0.23178807947019867,0,0.0,1
1936,GER,143,433,0.0,0.4735099337748344,0,0.0,1
1936,GRE,34,41,0.0,0.11258278145695365,0,0.0,1
1936,HUN,104,216,0.0,0.3443708609271523,0,0.0,1
1936,IND,12,27,0.0,0.039735099337748346,0,0.0,1
1936,ISL,6,12,0.0,0.019867549668874173,0,0.0,1
1936,ITA,99,244,0.0,0.32781456953642385,0,0.0,1
1936,LAT,16,29,0.0,0.052980132450331126,0,0.0,1
1936,LIE,5,6,0.0,0.016556291390728478,0,0.0,1
1936,LUX,37,49,0.0,0.12251655629139073,0,0.0,1
1936,MEX,14,32,0.0,0.046357615894039736,0,0.0,1
1936,MLT,2,11,0.0,0.006622516556291391,0,0.0,1
1936,MON,5,8,0.0,0.016556291390728478,0,0.0,1
1936,NED,75,165,0.0,0.24834437086092714,0,0.0,1
1936,NOR,43,70,0.0,0.1423841059602649,0,0.0,1
1936,NZL,9,7,0.0,0.029801324503311258,0,0.0,1
1936,PER,16,40,0.0,0.052980132450331126,0,0.0,1
1936,PHI,20,28,0.0,0.06622516556291391,0,0.0,1
1936,POL,55,144,0.0,0.18211920529801323,0,0.0,1
1936,POR,10,19,0.0,0.033112582781456956,0,0.0,1
1936,ROU,33,54,0.0,0.10927152317880795,0,0.0,1
1936,RSA,27,32,0.0,0.08940397350993377,0,0.0,1
1936,SUI,102,190,0.0,0.33774834437086093,0,0.0,1
1936,SWE,84,169,0.0,0.2781456953642384,0,0.0,1
1936,TCH,102,189,0.0,0.33774834437086093,0,0.0,1
1936,TUR,26,48,0.0,0.08609271523178808,0,0.0,1
1936,URU,15,37,0.0,0.04966887417218543,0,0.0,1
1936,YUG,59,93,0.0,0.19536423841059603,0,0.0,1
1948,AFG,2,22,0.0,0.00641025641025641,0,0.0,1
1948,ARG,101,199,0.0,0.32371794871794873,0,0.0,1
1948,AUS,52,75,0.0,0.16666666666666666,0,0.0,1
1948,AUT,79,148,0.0,0.2532051282051282,0,0.0,1
1948,BEL,77,151,0.0,0.2467948717948718,0,0.0,1
1948,BER,13,12,0.0,0.041666666666666664,0,0.0,1
1948,BRA,41,70,0.0,0.13141025641025642,0,0.0,1
1948,CAN,83,127,0.0,0.266025641025641,0,0.0,1
1948,CHI,31,54,0.0,0.09935897435897435,0,0.0,1
1948,COL,6,6,0.0,0.019230769230769232,0,0.0,1
1948,CUB,31,53,0.0,0.09935897435897435,0,0.0,1
1948,DEN,83,160,0.0,0.266025641025641,0,0.0,1
1948,EGY,53,85,0.0,0.16987179487179488,0,0.0,1
1948,ESP,37,65,0.0,0.11858974358974358,0,0.0,1
1948,FIN,84,129,0.0,0.2692307692307692,0,0.0,1
1948,GRE,44,61,0.0,0.14102564102564102,0,0.0,1
1948,GUY,7,4,0.0,0.022435897435897436,0,0.0,1
1948,HUN,76,128,0.0,0.24358974358974358,0,0.0,1
1948,IND,39,79,0.0,0.125,0,0.0,1
1948,IRI,23,36,0.0,0.07371794871794872,0,0.0,1
1948,IRL,34,73,0.0,0.10897435897435898,0,0.0,1
1948,IRQ,4,11,0.0,0.01282051282051282,0,0.0,1
1948,ISL,18,19,0.0,0.057692307692307696,0,0.0,1
1948,ITA,89,215,0.0,0.28525641025641024,0,0.0,1
1948,JAM,14,13,0.0,0.04487179487179487,0,0.0,1
1948,KOR,24,46,0.0,0.07692307692307693,0,0.0,1
1948,LIB,9,8,0.0,0.028846153846153848,0,0.0,1
1948,LIE,1,2,0.0,0.003205128205128205,0,0.0,1
1948,LUX,32,45,0.0,0.10256410256410256,0,0.0,1
1948,MEX,57,88,0.0,0.18269230769230768,0,0.0,1
1948,MLT,1,1,0.0,0.003205128205128205,0,0.0,1
1948,MON,2,4,0.0,0.00641025641025641,0,0.0,1
1948,MYA,5,4,0.0,0.016025641025641024,0,0.0,1
1948,NED,74,149,0.0,0.23717948717948717,0,0.0,1
1948,NOR,50,81,0.0,0.16025641025641027,0,0.0,1
1948,NZL,8,7,0.0,0.02564102564102564,0,0.0,1
1948,PAK,20,32,0.0,0.0641025641025641,0,0.0,1
1948,PAN,2,1,0.0,0.00641025641025641,0,0.0,1
1948,PER,26,41,0.0,0.08333333333333333,0,0.0,1
1948,PHI,18,26,0.0,0.057692307692307696,0,0.0,1
1948,POL,28,38,0.0,0.08974358974358974,0,0.0,1
1948,POR,22,48,0.0,0.07051282051282051,0,0.0,1
1948,PUR,8,9,0.0,0.02564102564102564,0,0.0,1
1948,RSA,34,35,0.0,0.10897435897435898,0,0.0,1
1948,SGP,1,1,0.0,0.003205128205128205,0,0.0,1
1948,SRI,9,7,0.0,0.028846153846153848,0,0.0,1
1948,SUI,98,186,0.0,0.3141025641025641,0,0.0,1
1948,SWE,100,180,0.0,0.32051282051282054,0,0.0,1
1948,SYR,1,1,0.0,0.003205128205128205,0,0.0,1
1948,TCH,57,87,0.0,0.18269230769230768,0,0.0,1
1948,TTO,9,5,0.0,0.028846153846153848,0,0.0,1
1948,TUR,42,58,0.0,0.1346153846153846,0,0.0,1
1948,URU,32,61,0.0,0.10256410256410256,0,0.0,1
1948,VEN,2,1,0.0,0.00641025641025641,0,0.0,1
1948,YUG,35,90,0.0,0.11217948717948718,0,0.0,1
1952,AHO,1,11,0.0,0.0029585798816568047,0,0.0,1
1952,ARG,77,123,0.0,0.22781065088757396,0,0.0,1
1952,AUS,67,81,0.0,0.19822485207100593,0,0.0,1
1952,AUT,70,112,0.0,0.20710059171597633,0,0.0,1
1952,BAH,3,7,0.0,0.008875739644970414,0,0.0,1
1952,BEL,74,134,0.0,0.21893491124260356,0,0.0,1
1952,BER,6,6,0.0,0.01775147928994083,0,0.0,1
1952,BRA,51,97,0.0,0.15088757396449703,0,0.0,1
1952,BUL,34,63,0.0,0.10059171597633136,0,0.0,1
1952,CAN,74,107,0.0,0.21893491124260356,0,0.0,1
1952,CHI,33,59,0.0,0.09763313609467456,0,0.0,1
1952,CUB,23,29,0.0,0.06804733727810651,0,0.0,1
1952,DEN,73,128,0.0,0.21597633136094674,0,0.0,1
1952,EGY,65,106,0.0,0.19230769230769232,0,0.0,1
1952,ESP,21,27,0.0,0.0621301775147929,0,0.0,1
1952,FIN,139,258,0.0,0.41124260355029585,0,0.0,1
1952,GER,123,205,0.0,0.363905325443787,0,0.0,1
1952,GHA,5,7,0.0,0.014792899408284023,0,0.0,1
1952,GRE,24,48,0.0,0.07100591715976332,0,0.0,1
1952,GUA,26,21,0.0,0.07692307692307693,0,0.0,1
1952,GUY,1,1,0.0,0.0029585798816568047,0,0.0,1
1952,HKG,6,4,0.0,0.01775147928994083,0,0.0,1
1952,HUN,107,188,0.0,0.3165680473372781,0,0.0,1
1952,INA,3,3,0.0,0.008875739644970414,0,0.0,1
1952,IND,42,64,0.0,0.1242603550295858,0,0.0,1
1952,IRI,22,22,0.0,0.0650887573964497,0,0.0,1
1952,IRL,18,19,0.0,0.05325443786982249,0,0.0,1
1952,ISL,11,9,0.0,0.03254437869822485,0,0.0,1
1952,ISR,17,25,0.0,0.05029585798816568,0,0.0,1
1952,ITA,114,231,0.0,0.33727810650887574,0,0.0,1
1952,JAM,10,8,0.0,0.029585798816568046,0,0.0,1
1952,KOR,16,19,0.0,0.047337278106508875,0,0.0,1
1952,LIB,8,9,0.0,0.023668639053254437,0,0.0,1
1952,LIE,1,2,0.0,0.0029585798816568047,0,0.0,1
1952,LUX,32,44,0.0,0.09467455621301775,0,0.0,1
1952,MEX,35,64,0.0,0.10355029585798817,0,0.0,1
1952,MON,6,8,0.0,0.01775147928994083,0,0.0,1
1952,MYA,5,5,0.0,0.014792899408284023,0,0.0,1
1952,NED,57,104,0.0,0.16863905325443787,0,0.0,1
1952,NGR,5,9,0.0,0.014792899408284023,0,0.0,1
1952,NOR,72,102,0.0,0.21301775147928995,0,0.0,1
1952,NZL,14,14,0.0,0.04142011834319527,0,0.0,1
1952,PAK,25,35,0.0,0.07396449704142012,0,0.0,1
1952,PAN,1,1,0.0,0.0029585798816568047,0,0.0,1
1952,PHI,14,25,0.0,0.04142011834319527,0,0.0,1
1952,POL,74,125,0.0,0.21893491124260356,0,0.0,1
1952,POR,45,71,0.0,0.13313609467455623,0,0.0,1
1952,PUR,19,21,0.0,0.05621301775147929,0,0.0,1
1952,ROU,67,114,0.0,0.19822485207100593,0,0.0,1
1952,RSA,59,64,0.0,0.17455621301775148,0,0.0,1
1952,SAA,32,36,0.0,0.09467455621301775,0,0.0,1
1952,SGP,7,5,0.0,0.020710059171597635,0,0.0,1
1952,SRI,7,5,0.0,0.020710059171597635,0,0.0,1
1952,SUI,96,157,0.0,0.28402366863905326,0,0.0,1
1952,SWE,124,205,0.0,0.3668639053254438,0,0.0,1
1952,TCH,70,99,0.0,0.20710059171597633,0,0.0,1
1952,THA,7,8,0.0,0.020710059171597635,0,0.0,1
1952,TTO,2,2,0.0,0.005917159763313609,0,0.0,1
1952,TUR,31,51,0.0,0.09171597633136094,0,0.0,1
1952,URU,16,32,0.0,0.047337278106508875,0,0.0,1
1952,VEN,37,38,0.0,0.10946745562130178,0,0.0,1
1952,VNM,7,8,0.0,0.020710059171597635,0,0.0,1
1952,YUG,48,87,0.0,0.14201183431952663,0,0.0,1
1956,AFG,1,12,0.0,0.0029239766081871343,0,0.0,1
1956,ARG,32,35,0.0,0.0935672514619883,0,0.0,1
1956,AUS,143,298,0.0,0.41812865497076024,0,0.0,1
1956,AUT,36,34,0.0,0.10526315789473684,0,0.0,1
1956,BAH,4,4,0.0,0.011695906432748537,0,0.0,1
1956,BEL,39,57,0.0,0.11403508771929824,0,0.0,1
1956,BER,1,3,0.0,0.0029239766081871343,0,0.0,1
1956,BRA,30,47,0.0,0.08771929824561403,0,0.0,1
1956,BUL,31,46,0.0,0.09064327485380116,0,0.0,1
1956,CAM,1,2,0.0,0.0029239766081871343,0,0.0,1
1956,CAN,84,96,0.0,0.24561403508771928,0,0.0,1
1956,CHI,22,33,0.0,0.06432748538011696,0,0.0,1
1956,COL,23,26,0.0,0.06725146198830409,0,0.0,1
1956,CUB,16,16,0.0,0.04678362573099415,0,0.0,1
1956,DEN,29,37,0.0,0.0847953216374269,0,0.0,1
